S01001,L010,150995203
S01002,L010,150995204
S01003,L010,150995205
S01004,L010,150995206
S01005,L010,150995207
S01006,L010,150995208
S01007,L010,150995209
S01008,L010,150995210
S01009,L010,150995211
S01010,L010,150995212
S01011,L010,150995213
S01012,L010,150995214
S01013,L010,150995215
S01014,L010,150995216
S01015,L010,150995217
S01016,L010,150995218
S01017,L010,150995219
S01018,L010,150995220
S01019,L010,150995221
S01020,L010,150995222
S01021,L010,150995223
S01022,L010,150995224
S01023,L010,150995225
S01101,L011,151019777
S01102,L011,151019778
S01103,L011,151019779
S01104,L011,151019780
S01105,L011,151019781
S01106,L011,151019782
S01107,L011,151019783
S01108,L011,151019784
S01109,L011,151019785
S01110,L011,151019786
S01111,L011,151019787
S01112,L011,151019788
S01113,L011,151019789
S02001,L020,150995474
S02002,L020,150995457
S02003,L020,150995458
S02004,L020,150995459
S02005,L020,150995460
S02006,L020,150995461
S02007,L020,150995462
S02008,L020,150995463
S02009,L020,150995464
S02010,L020,150995465
S02011,L020,150995466
S02012,L020,150995467
S02013,L020,150995468
S02014,L020,150995469
S02015,L020,150995470
S02016,L020,150995471
S02017,L020,150995472
S02018,L020,150995473
S02101,L021,151020053
S02102,L021,151020055
S02103,L021,151020059
S02104,L021,151020057
S04001,L040,150995989
S04002,L040,150995991
S04003,L040,150995993
S04004,L040,150995995
S04005,L040,150995997
S04006,L040,150995999
S04007,L040,150996001
S04008,L040,150996003
S04009,L040,150996005
S04010,L040,150996007
S04011,L040,150996009
S04012,L040,150996011
S04013,L040,150996013
S04014,L040,150996015
S04015,L040,150996017
S04016,L040,150996019
S04017,L040,150996021
S04018,L040,150996023
S04019,L040,150996025
S04020,L040,150996027
S04021,L040,150996029
S04022,L040,150996031
S04023,L040,150996033
S04024,L040,150996035
S04102,L040,151018773
S04103,L040,151018775
S04104,L040,151018777
S04105,L040,151018779
S04106,L040,151018781
S04107,L040,151018783
S04108,L040,151018785
S04109,L040,151018787
S04110,L040,151018789
S04111,L040,151018791
S04112,L040,151018793
S05001,L050,150996245
S05002,L050,150996247
S05003,L050,150996249
S05004,L050,150996251
S05005,L050,150996253
S05006,L050,150996255
S05007,L050,150996257
S05008,L050,150996259
S05009,L050,150996261
S05010,L050,150996263
S05011,L050,150996265
S05012,L050,150996267
S05013,L050,150996269
S05014,L050,150996271
S05015,L050,150996273
S05016,L050,150996275
S05017,L050,150996277
S05018,L050,150996279
S05019,L050,150996281
S05020,L050,150996283
S05021,L050,150996285
S05022,L050,150996287
S05023,L050,150996289
S05101,L051,151019541
S05102,L051,151019543
S05103,L051,151019545
S05104,L051,151019547
S05105,L051,151019549
S05106,L051,151019551
S05107,L051,151019553
S05108,L051,151019555
S05109,L051,151019557
S05110,L051,151019559
S05111,L051,151019561
S05112,L051,151019563
S05113,L051,151019565
S05114,L051,151019567
S06001,L060,150996501
S06002,L060,150996503
S06003,L060,150996505
S06004,L060,150996507
S06005,L060,150996511
S06006,L060,150996513
S06007,L060,150996515
S06008,L060,150996517
S06009,L060,150996519
S06010,L060,150996521
S06011,L060,150996523
S06012,L060,150996525
S06013,L060,150996527
S06014,L060,150996529
S06015,L060,150996531
S06016,L060,150996533
S06017,L060,150996535
S06018,L060,150996537
S06019,L060,150996539
S06020,L060,150996541
S06021,L060,150996543
S06022,L060,150996545
S06023,L060,150996547
S06024,L060,150996549
S06028,L060,150996551
S06025,L060,150996553
S06027,L060,150996555
S06029,L060,150996557
S07001,L070,150996757
S07002,L070,150996759
S07003,L070,150996761
S07004,L070,150996763
S07005,L070,150996765
S07006,L070,150996767
S07007,L070,150996769
S07008,L070,150996771
S07009,L070,150996773
S07010,L070,150996775
S07011,L070,150996777
S07012,L070,150996779
S07013,L070,150996781
S07014,L070,150996783
S07015,L070,150996785
S07016,L070,150996787
S07017,L070,150996789
S07018,L070,150996791
S07019,L070,150996793
S07020,L070,150996795
S07021,L070,150996797
S08001,L080,150997031
S08002,L080,150997029
S08003,L080,150997027
S08004,L080,150997025
S08005,L080,150997023
S08006,L080,150997021
S08007,L080,150997019
S08008,L080,150997017
S08009,L080,150997015
S08010,L080,150997013
S08011,L080,150997011
S08012,L080,150997009
S08013,L080,150997007
S08014,L080,150997005
S08015,L080,150997003
S08016,L080,150997001
S08017,L080,150996999
S08018,L080,150996997
S09001,L090,150997269
S09002,L090,150997271
S09003,L090,150997273
S09004,L090,150997275
S09005,L090,150997277
S09006,L090,150997279
S09007,L090,150997281
S09008,L090,150997283
S09009,L090,150997285
S09010,L090,150997287
S09011,L090,150997289
S09012,L090,150997291
S09013,L090,150997293
S09101,L091,151019285
S09102,L091,151019287
S09103,L091,151019289
S09104,L091,151019291
S09105,L091,151019293
S09106,L091,151019295
S09107,L091,151019297
S09108,L091,151019299
S09109,L091,151019301
S09110,L091,151019303
S09111,L091,151019305
S09112,L091,151019307
S09201,L092,151018533
S09202,L092,151018531
S09203,L092,151018529
S09204,L092,151018527
S09205,L092,151018525
S09206,L092,151018523
S09207,L092,151018521
S09208,L092,151018519
S09209,L092,151018517
S10001,L100,151018007
S10002,L100,150997547
S10003,L100,150997545
S10004,L100,150997543
S10005,L100,150997541
S10006,L100,150997539
S10007,L100,150997537
S10008,L100,150997535
S10009,L100,150997533
S10010,L100,150997531
S10011,L100,150997529
S10012,L100,150997527
S10013,L100,150997525
S10014,L100,150997523
S10015,L100,150997521
S10016,L100,150997519
S10017,L100,150997517
S10018,L100,150997515
S10019,L100,150997513
S10020,L100,150997511
S10021,L100,150997509
S10022,L100,150997507
S10023,L100,150997505
S10024,L100,151018051
S10025,L100,151018049
S10026,L100,151018047
S10027,L100,151018045
S10028,L100,151018043
S10029,L100,151018041
S10030,L100,151018039
S10031,L100,151018037
S10032,L100,151018035
S10033,L100,151018033
S10034,L100,151018031
S10035,L100,151018029
S10036,L100,151018027
S10037,L100,151018025
S10038,L100,151018023
S10039,L100,151018021
S10040,L100,151018019
S10041,L100,151018017
S10042,L100,151018015
S10043,L100,151018013
S10044,L100,151018011
S10045,L100,151018009
S10101,L101,151017759
S10102,L101,151017757
S10103,L101,151017755
S10104,L101,151017753
S10105,L101,151017751
S10106,L101,151017749
S13001,L130,150998293
S13002,L130,150998295
S13003,L130,150998297
S13004,L130,150998299
S13005,L130,150998301
S13006,L130,150998303
S13007,L130,150998305
S13008,L130,150998307
S13009,L130,150998309
S13010,L130,150998311
S13011,L130,150998313
S13012,L130,150998315
S13013,L130,150998317
S13014,L130,150998319
S13015,L130,150998321
S13016,L130,150998323
S13101,L131,151019049
S13102,L131,151019047
S13103,L131,151019045
S13104,L131,151019043
S13105,L131,151019041
S13106,L131,151019039
S13107,L131,151019037
S13108,L131,151019035
S13109,L131,151019033
S13110,L131,151019031
S13111,L131,151019029
S13112,L131,151019027
S14001,L140,150998561
S14002,L140,150998559
S14003,L140,150998557
S14004,L140,150998555
S14005,L140,150998553
S14006,L140,150998551
S14007,L140,150998549
S14101,L141,150998621
S14102,L141,150998619
S14103,L141,150998617
S14104,L141,150998615
S14105,L141,150998613
S14106,L141,150998611
S14107,L141,150998609
S14108,L141,150998607
S14109,L141,150998605
S14110,L141,150998603
S14111,L141,150998601
S14112,L141,150998599
S14113,L141,150998595
S14114,L141,150998593
S14115,L141,150998591
S14116,L141,150998589
S14117,L141,150998585
S14118,L141,150998583
S14119,L141,150998581
S14120,L141,150998579
S14121,L141,150998577
S14122,L141,150998575
S14123,L141,150998573
S15021,L150,150998809
S15020,L150,150998811
S15018,L150,150998813
S15017,L150,150998815
S15016,L150,150998817
S15015,L150,150998819
S15014,L150,150998821
S15001,L150,150998823
S15002,L150,150998825
S15003,L150,150998827
S15004,L150,150998829
S15005,L150,150998831
S15006,L150,150998833
S15007,L150,150998835
S15008,L150,150998837
S15009,L150,150998839
S15010,L150,150998841
S15011,L150,150998843
S15012,L150,150998845
S15013,L150,150998847
S16001,L160,150999061
S16002,L160,150999063
S16003,L160,150999065
S16004,L160,150999067
S16005,L160,150999069
S16006,L160,150999071
S16007,L160,150999073
S16008,L160,150999075
S16009,L160,150999077
S16010,L160,150999079
S16102,L161,151018273
S16103,L161,151018271
S16104,L161,151018269
S16105,L161,151018267
S16106,L161,151018265
S16107,L161,151018263
S16108,L161,151018261
