STATIONID,STATIONNAME,WALKING_TIME_MAX,WALKING_TIME_MIN,WALKING_TIME_AVER,DIRECTOR_E,TIME_TYPE,DATE_TYPE
151019788,临河里,88,9,41,进站,高峰,工作日
151019788,临河里,94,10,47,进站,平峰,工作日
151019789,土桥,97,25,62,出站,高峰,工作日
151019789,土桥,95,24,57,出站,平峰,工作日
151019789,土桥,94,10,47,进站,全天,双休日
151019789,土桥,95,24,57,出站,全天,双休日
151019789,土桥,88,9,41,进站,高峰,工作日
151019789,土桥,94,10,47,进站,平峰,工作日
151020053,东直门,335,239,88,进站,高峰,工作日
151020053,东直门,335,149,25,进站,平峰,工作日
151020053,东直门,353,198,107,进站,全天,双休日
151020053,东直门,176,141,102,出站,高峰,工作日
151020053,东直门,202,163,95,出站,平峰,工作日
151020053,东直门,156,88,38,出站,全天,双休日
151020055,三元桥,90,90,90,进站,高峰,工作日
151020055,三元桥,90,90,90,进站,平峰,工作日
151020055,三元桥,90,90,90,进站,全天,双休日
151020055,三元桥,90,90,90,出站,高峰,工作日
151020055,三元桥,90,90,90,出站,平峰,工作日
151020055,三元桥,90,90,90,出站,全天,双休日
151020057,T2航站楼,90,90,90,进站,高峰,工作日
151020057,T2航站楼,90,90,90,进站,平峰,工作日
151020057,T2航站楼,90,90,90,进站,全天,双休日
151020057,T2航站楼,90,90,90,出站,高峰,工作日
151020057,T2航站楼,90,90,90,出站,平峰,工作日
151020057,T2航站楼,90,90,90,出站,全天,双休日
151020059,T3航站楼,90,90,90,进站,高峰,工作日
151020059,T3航站楼,90,90,90,进站,平峰,工作日
151020059,T3航站楼,90,90,90,进站,全天,双休日
151020059,T3航站楼,90,90,90,出站,高峰,工作日
151020059,T3航站楼,90,90,90,出站,平峰,工作日
151020059,T3航站楼,90,90,90,出站,全天,双休日
150998299,五道口,98,30,61,进站,平峰,工作日
150998299,五道口,84,37,59,出站,高峰,工作日
150998299,五道口,70,20,45,出站,平峰,工作日
150998299,五道口,98,30,61,进站,全天,双休日
150998299,五道口,70,20,45,出站,全天,双休日
150998301,上地,95,31,65,进站,高峰,工作日
150998301,上地,101,55,75,进站,平峰,工作日
150998301,上地,128,44,87,出站,高峰,工作日
150998301,上地,108,52,80,出站,平峰,工作日
150998301,上地,101,55,75,进站,全天,双休日
150998301,上地,108,52,80,出站,全天,双休日
150998303,西二旗,120,45,81,进站,高峰,工作日
150998303,西二旗,97,40,67,进站,平峰,工作日
150998303,西二旗,119,36,78,出站,高峰,工作日
150998303,西二旗,108,33,69,出站,平峰,工作日
150998303,西二旗,97,40,67,进站,全天,双休日
150998303,西二旗,108,33,69,出站,全天,双休日
150998305,龙泽,130,39,77,进站,高峰,工作日
150998305,龙泽,98,30,61,进站,平峰,工作日
150998305,龙泽,84,37,59,出站,高峰,工作日
150998305,龙泽,70,20,45,出站,平峰,工作日
150998305,龙泽,98,30,61,进站,全天,双休日
150998305,龙泽,70,20,45,出站,全天,双休日
150998307,回龙观,92,38,62,进站,高峰,工作日
150998307,回龙观,261,29,137,进站,平峰,工作日
150998307,回龙观,75,14,47,出站,高峰,工作日
150998307,回龙观,129,23,67,出站,平峰,工作日
150998307,回龙观,261,29,137,进站,全天,双休日
150998307,回龙观,129,23,67,出站,全天,双休日
150998309,霍营,130,39,77,进站,高峰,工作日
150998309,霍营,98,30,61,进站,平峰,工作日
150998309,霍营,84,37,59,出站,高峰,工作日
150998309,霍营,70,20,45,出站,平峰,工作日
150998309,霍营,98,30,61,进站,全天,双休日
150998309,霍营,70,20,45,出站,全天,双休日
150998311,立水桥,158,104,128,进站,高峰,工作日
150998311,立水桥,122,83,102,进站,平峰,工作日
150998311,立水桥,171,107,137,出站,高峰,工作日
150998311,立水桥,148,83,114,出站,平峰,工作日
150998311,立水桥,122,83,102,进站,全天,双休日
150998311,立水桥,148,83,114,出站,全天,双休日
150998313,北苑,130,39,77,进站,高峰,工作日
150998313,北苑,98,30,61,进站,平峰,工作日
150998313,北苑,84,37,59,出站,高峰,工作日
150998313,北苑,70,20,45,出站,平峰,工作日
150998313,北苑,98,30,61,进站,全天,双休日
150998313,北苑,70,20,45,出站,全天,双休日
150998315,望京西,194,85,139,进站,高峰,工作日
150998315,望京西,242,108,169,进站,平峰,工作日
150998315,望京西,254,128,189,出站,高峰,工作日
150998315,望京西,228,131,178,出站,平峰,工作日
150998315,望京西,242,108,169,进站,全天,双休日
150998315,望京西,244,120,178,出站,全天,双休日
150998317,芍药居,146,58,103,进站,高峰,工作日
150998317,芍药居,143,81,112,进站,平峰,工作日
150998317,芍药居,264,81,166,出站,高峰,工作日
150998317,芍药居,199,92,143,出站,平峰,工作日
150998317,芍药居,143,81,112,进站,全天,双休日
150998317,芍药居,199,92,143,出站,全天,双休日
150998319,光熙门,151,22,75,进站,高峰,工作日
150998319,光熙门,74,25,48,进站,平峰,工作日
150998319,光熙门,80,20,52,出站,高峰,工作日
150998319,光熙门,78,24,51,出站,平峰,工作日
150998319,光熙门,74,25,48,进站,全天,双休日
150998319,光熙门,78,24,51,出站,全天,双休日
150998321,柳芳,151,22,75,进站,高峰,工作日
150998321,柳芳,74,25,48,进站,平峰,工作日
150998321,柳芳,80,20,52,出站,高峰,工作日
150998321,柳芳,78,24,51,出站,平峰,工作日
150998321,柳芳,74,25,48,进站,全天,双休日
150998321,柳芳,78,24,51,出站,全天,双休日
150998323,东直门,332,129,232,进站,高峰,工作日
150998323,东直门,387,145,270,进站,平峰,工作日
150998323,东直门,346,74,205,出站,高峰,工作日
150998323,东直门,360,133,240,出站,平峰,工作日
150998323,东直门,387,145,270,进站,全天,双休日
150998323,东直门,360,133,240,出站,全天,双休日
150998549,张郭庄,50,39,45,进站,高峰,工作日
150998549,张郭庄,58,34,45,进站,平峰,工作日
150998549,张郭庄,55,36,43,进站,全天,双休日
150998549,张郭庄,58,38,46,出站,高峰,工作日
150998549,张郭庄,63,40,51,出站,平峰,工作日
150998549,张郭庄,74,56,67,出站,全天,双休日
150998551,园博园,151,15,104,进站,高峰,工作日
150998551,园博园,131,14,91,进站,平峰,工作日
150998551,园博园,106,10,58,进站,全天,双休日
150998551,园博园,105,64,88,出站,高峰,工作日
150998551,园博园,103,61,85,出站,平峰,工作日
150998551,园博园,140,11,66,出站,全天,双休日
150998553,大瓦窑,27,26,26,进站,高峰,工作日
150998553,大瓦窑,55,24,35,进站,平峰,工作日
150998553,大瓦窑,71,40,50,进站,全天,双休日
150998553,大瓦窑,57,22,40,出站,高峰,工作日
150998553,大瓦窑,57,28,45,出站,平峰,工作日
150998553,大瓦窑,75,45,55,出站,全天,双休日
150998555,郭庄子,32,25,28,进站,高峰,工作日
150998555,郭庄子,27,22,24,进站,平峰,工作日
150998555,郭庄子,60,55,58,进站,全天,双休日
150998555,郭庄子,59,56,57,出站,高峰,工作日
150998555,郭庄子,54,34,42,出站,平峰,工作日
150998555,郭庄子,73,57,63,出站,全天,双休日
150998557,大井,41,34,38,进站,高峰,工作日
150998557,大井,43,36,39,进站,平峰,工作日
150998557,大井,62,47,55,进站,全天,双休日
150998557,大井,73,49,61,出站,高峰,工作日
150998557,大井,71,43,57,出站,平峰,工作日
150998557,大井,31,30,31,出站,全天,双休日
150998559,七里庄,90,90,90,进站,高峰,工作日
150998559,七里庄,90,90,90,进站,平峰,工作日
150998559,七里庄,90,90,90,进站,全天,双休日
150998559,七里庄,90,90,90,出站,高峰,工作日
150998559,七里庄,90,90,90,出站,平峰,工作日
150998559,七里庄,90,90,90,出站,全天,双休日
150998561,西局,97,45,64,进站,高峰,工作日
150998561,西局,113,54,75,进站,平峰,工作日
150998561,西局,108,39,71,进站,全天,双休日
150998561,西局,60,47,53,出站,高峰,工作日
150998561,西局,146,63,103,出站,平峰,工作日
150998561,西局,114,37,74,出站,全天,双休日
150998823,望京西,265,111,196,出站,高峰,工作日
150998823,望京西,266,155,209,出站,平峰,工作日
150998823,望京西,228,131,178,进站,全天,双休日
150998823,望京西,266,155,209,出站,全天,双休日
150998823,望京西,265,50,160,进站,高峰,工作日
150998823,望京西,244,120,178,进站,平峰,工作日
150998825,望京,82,11,44,出站,高峰,工作日
150998825,望京,74,16,46,出站,平峰,工作日
150998825,望京,61,12,37,进站,全天,双休日
150998825,望京,74,16,46,出站,全天,双休日
150998825,望京,109,7,50,进站,高峰,工作日
150998825,望京,61,12,37,进站,平峰,工作日
150998827,望京东,90,90,90,出站,高峰,工作日
150998827,望京东,90,90,90,出站,平峰,工作日
150998827,望京东,90,90,90,进站,全天,双休日
150998827,望京东,90,90,90,出站,全天,双休日
150998827,望京东,90,90,90,进站,高峰,工作日
150998827,望京东,90,90,90,进站,平峰,工作日
150998829,崔各庄,82,11,44,出站,高峰,工作日
150998829,崔各庄,74,16,46,出站,平峰,工作日
150998829,崔各庄,61,12,37,进站,全天,双休日
150998829,崔各庄,74,16,46,出站,全天,双休日
150998829,崔各庄,109,7,50,进站,高峰,工作日
150998829,崔各庄,61,12,37,进站,平峰,工作日
150998831,马泉营,74,30,52,出站,高峰,工作日
150998831,马泉营,101,38,65,出站,平峰,工作日
150998831,马泉营,66,31,49,进站,全天,双休日
150998831,马泉营,101,38,65,出站,全天,双休日
150998831,马泉营,62,24,43,进站,高峰,工作日
150998831,马泉营,66,31,49,进站,平峰,工作日
150998833,孙河,82,11,44,出站,高峰,工作日
150998833,孙河,74,16,46,出站,平峰,工作日
150998833,孙河,61,12,37,进站,全天,双休日
150998833,孙河,74,16,46,出站,全天,双休日
150998833,孙河,109,7,50,进站,高峰,工作日
150998833,孙河,61,12,37,进站,平峰,工作日
150998835,国展,82,11,44,出站,高峰,工作日
150998835,国展,74,16,46,出站,平峰,工作日
150998835,国展,61,12,37,进站,全天,双休日
150998835,国展,74,16,46,出站,全天,双休日
150998835,国展,109,7,50,进站,高峰,工作日
150998835,国展,61,12,37,进站,平峰,工作日
150998837,花梨坎,82,11,44,出站,高峰,工作日
150998837,花梨坎,74,16,46,出站,平峰,工作日
150998837,花梨坎,61,12,37,进站,全天,双休日
150998837,花梨坎,74,16,46,出站,全天,双休日
150998837,花梨坎,109,7,50,进站,高峰,工作日
150998837,花梨坎,61,12,37,进站,平峰,工作日
150998839,后沙峪,82,11,44,出站,高峰,工作日
150998839,后沙峪,74,16,46,出站,平峰,工作日
150998839,后沙峪,61,12,37,进站,全天,双休日
150998839,后沙峪,74,16,46,出站,全天,双休日
150998839,后沙峪,109,7,50,进站,高峰,工作日
150998839,后沙峪,61,12,37,进站,平峰,工作日
150998841,南法信,90,90,90,出站,高峰,工作日
150998841,南法信,90,90,90,出站,平峰,工作日
150998841,南法信,90,90,90,进站,全天,双休日
150998841,南法信,90,90,90,出站,全天,双休日
150998841,南法信,90,90,90,进站,高峰,工作日
150998841,南法信,90,90,90,进站,平峰,工作日
150998843,石门,90,90,90,出站,高峰,工作日
150998843,石门,90,90,90,出站,平峰,工作日
150998843,石门,90,90,90,进站,全天,双休日
150998843,石门,90,90,90,出站,全天,双休日
150998843,石门,90,90,90,进站,高峰,工作日
150998843,石门,90,90,90,进站,平峰,工作日
150998845,顺义,90,90,90,出站,高峰,工作日
150998845,顺义,90,90,90,出站,平峰,工作日
150998845,顺义,90,90,90,进站,全天,双休日
150998845,顺义,90,90,90,出站,全天,双休日
150998845,顺义,90,90,90,进站,高峰,工作日
150998845,顺义,90,90,90,进站,平峰,工作日
150998847,俸伯,90,90,90,出站,高峰,工作日
150998847,俸伯,90,90,90,出站,平峰,工作日
150998847,俸伯,90,90,90,进站,全天,双休日
150998847,俸伯,90,90,90,出站,全天,双休日
150998847,俸伯,90,90,90,进站,高峰,工作日
150998847,俸伯,90,90,90,进站,平峰,工作日
151018007,潘家园,69,59,63,进站,高峰,工作日
151018007,潘家园,49,35,42,进站,平峰,工作日
151018007,潘家园,58,46,51,出站,平峰,工作日
151018007,潘家园,37,32,34,进站,全天,双休日
151018007,潘家园,53,44,49,出站,全天,双休日
151018007,潘家园,59,48,52,出站,高峰,工作日
151018009,十里河,90,90,90,进站,高峰,工作日
151018009,十里河,90,90,90,进站,平峰,工作日
151018009,十里河,90,90,90,出站,平峰,工作日
151018009,十里河,46,44,41,进站,全天,双休日
151018009,十里河,62,55,51,出站,全天,双休日
151018009,十里河,90,90,90,出站,高峰,工作日
151018011,分钟寺,90,90,90,进站,高峰,工作日
151018011,分钟寺,90,90,90,进站,平峰,工作日
151018011,分钟寺,90,90,90,出站,平峰,工作日
151018011,分钟寺,90,90,90,进站,全天,双休日
151018011,分钟寺,90,90,90,出站,全天,双休日
151018011,分钟寺,90,90,90,出站,高峰,工作日
151018013,成寿寺,90,90,90,进站,高峰,工作日
151018013,成寿寺,90,90,90,进站,平峰,工作日
151018013,成寿寺,90,90,90,出站,平峰,工作日
151018013,成寿寺,90,90,90,进站,全天,双休日
151018013,成寿寺,90,90,90,出站,全天,双休日
151018013,成寿寺,90,90,90,出站,高峰,工作日
151018015,宋家庄,90,90,90,进站,高峰,工作日
151018015,宋家庄,90,90,90,进站,平峰,工作日
151018015,宋家庄,90,90,90,出站,平峰,工作日
151018015,宋家庄,90,90,90,进站,全天,双休日
151018015,宋家庄,90,90,90,出站,全天,双休日
151018015,宋家庄,90,90,90,出站,高峰,工作日
151018017,石榴庄,90,90,90,进站,高峰,工作日
151018017,石榴庄,90,90,90,进站,平峰,工作日
151018017,石榴庄,90,90,90,出站,平峰,工作日
151018017,石榴庄,90,90,90,进站,全天,双休日
151018017,石榴庄,90,90,90,出站,全天,双休日
151018017,石榴庄,90,90,90,出站,高峰,工作日
151018019,大红门,90,90,90,进站,高峰,工作日
151018019,大红门,90,90,90,进站,平峰,工作日
151018019,大红门,90,90,90,出站,平峰,工作日
151018019,大红门,90,90,90,进站,全天,双休日
151018019,大红门,90,90,90,出站,全天,双休日
151018019,大红门,90,90,90,出站,高峰,工作日
151018021,角门东,90,90,90,进站,高峰,工作日
151018021,角门东,90,90,90,进站,平峰,工作日
151018021,角门东,90,90,90,出站,平峰,工作日
151018021,角门东,90,90,90,进站,全天,双休日
151018021,角门东,90,90,90,出站,全天,双休日
151018021,角门东,90,90,90,出站,高峰,工作日
151018023,角门西,90,90,90,进站,高峰,工作日
151018023,角门西,90,90,90,进站,平峰,工作日
151018023,角门西,90,90,90,出站,平峰,工作日
151018023,角门西,90,90,90,进站,全天,双休日
151018023,角门西,90,90,90,出站,全天,双休日
151018023,角门西,90,90,90,出站,高峰,工作日
151018025,草桥,90,90,90,进站,高峰,工作日
151018025,草桥,90,90,90,进站,平峰,工作日
151018025,草桥,90,90,90,出站,平峰,工作日
151018025,草桥,90,90,90,进站,全天,双休日
151018025,草桥,90,90,90,出站,全天,双休日
151018025,草桥,90,90,90,出站,高峰,工作日
151018027,纪家庙,90,90,90,进站,高峰,工作日
151018027,纪家庙,90,90,90,进站,平峰,工作日
151018027,纪家庙,90,90,90,出站,平峰,工作日
151018027,纪家庙,90,90,90,进站,全天,双休日
151018027,纪家庙,90,90,90,出站,全天,双休日
151018027,纪家庙,90,90,90,出站,高峰,工作日
151018029,首经贸,90,90,90,进站,高峰,工作日
151018029,首经贸,90,90,90,进站,平峰,工作日
151018029,首经贸,90,90,90,出站,平峰,工作日
151018029,首经贸,90,90,90,进站,全天,双休日
151018029,首经贸,90,90,90,出站,全天,双休日
151018029,首经贸,90,90,90,出站,高峰,工作日
151018031,丰台站,90,90,90,进站,高峰,工作日
151018031,丰台站,90,90,90,进站,平峰,工作日
151018031,丰台站,90,90,90,出站,平峰,工作日
151018031,丰台站,90,90,90,进站,全天,双休日
151018031,丰台站,90,90,90,出站,全天,双休日
151018031,丰台站,90,90,90,出站,高峰,工作日
151018033,泥洼,90,90,90,进站,高峰,工作日
151018033,泥洼,90,90,90,进站,平峰,工作日
151018033,泥洼,90,90,90,出站,平峰,工作日
151018033,泥洼,90,90,90,进站,全天,双休日
151018033,泥洼,90,90,90,出站,全天,双休日
151018033,泥洼,90,90,90,出站,高峰,工作日
151018035,西局,97,63.66666667,45,进站,高峰,工作日
151018035,西局,113,74.66666667,54,进站,平峰,工作日
151018035,西局,146,103.3333333,63,出站,平峰,工作日
151018035,西局,108,71.33333333,39,进站,全天,双休日
151018035,西局,114,74.33333333,37,出站,全天,双休日
151018035,西局,60,52.66666667,47,出站,高峰,工作日
151018037,六里桥,90,90,90,进站,高峰,工作日
151018037,六里桥,90,90,90,进站,平峰,工作日
151018037,六里桥,90,90,90,出站,平峰,工作日
151018037,六里桥,90,90,90,进站,全天,双休日
151018037,六里桥,90,90,90,出站,全天,双休日
151018037,六里桥,90,90,90,出站,高峰,工作日
151018039,莲花桥,90,90,90,进站,高峰,工作日
151018039,莲花桥,90,90,90,进站,平峰,工作日
151018039,莲花桥,90,90,90,出站,平峰,工作日
151018039,莲花桥,90,90,90,进站,全天,双休日
151018039,莲花桥,90,90,90,出站,全天,双休日
151018039,莲花桥,90,90,90,出站,高峰,工作日
151018041,公主坟,90,90,90,进站,高峰,工作日
151018041,公主坟,90,90,90,进站,平峰,工作日
151018041,公主坟,90,90,90,出站,平峰,工作日
151018041,公主坟,90,90,90,进站,全天,双休日
151018041,公主坟,90,90,90,出站,全天,双休日
151018041,公主坟,90,90,90,出站,高峰,工作日
151018043,西钓鱼台,90,90,90,进站,高峰,工作日
151018043,西钓鱼台,90,90,90,进站,平峰,工作日
151018043,西钓鱼台,90,90,90,出站,平峰,工作日
151018043,西钓鱼台,90,90,90,进站,全天,双休日
151018043,西钓鱼台,90,90,90,出站,全天,双休日
151018043,西钓鱼台,90,90,90,出站,高峰,工作日
151018045,慈寿寺,90,90,90,进站,高峰,工作日
151018045,慈寿寺,90,90,90,进站,平峰,工作日
151018045,慈寿寺,90,90,90,出站,平峰,工作日
151018045,慈寿寺,90,90,90,进站,全天,双休日
151018045,慈寿寺,90,90,90,出站,全天,双休日
151018045,慈寿寺,90,90,90,出站,高峰,工作日
151018047,车道沟,90,90,90,进站,高峰,工作日
151018047,车道沟,90,90,90,进站,平峰,工作日
151018047,车道沟,90,90,90,出站,平峰,工作日
151018047,车道沟,90,90,90,进站,全天,双休日
151018047,车道沟,90,90,90,出站,全天,双休日
151018047,车道沟,90,90,90,出站,高峰,工作日
151018049,长春桥,90,90,90,进站,高峰,工作日
151018049,长春桥,90,90,90,进站,平峰,工作日
151018049,长春桥,90,90,90,出站,平峰,工作日
151018049,长春桥,90,90,90,进站,全天,双休日
151018049,长春桥,90,90,90,出站,全天,双休日
151018049,长春桥,90,90,90,出站,高峰,工作日
151018051,火器营,90,90,90,进站,高峰,工作日
151018051,火器营,90,90,90,进站,平峰,工作日
151018051,火器营,90,90,90,出站,平峰,工作日
151018051,火器营,90,90,90,进站,全天,双休日
151018051,火器营,90,90,90,出站,全天,双休日
151018051,火器营,90,90,90,出站,高峰,工作日
151018773,新宫,69,38,54,出站,高峰,工作日
151018773,新宫,66,35,51,出站,平峰,工作日
151018773,新宫,55,28,42,进站,全天,双休日
151018773,新宫,66,35,51,出站,全天,双休日
151018773,新宫,60,30,45,进站,高峰,工作日
151018773,新宫,55,28,42,进站,平峰,工作日
151018775,西红门,129,9,67,出站,高峰,工作日
151018775,西红门,119,7,62,出站,平峰,工作日
151018775,西红门,145,10,75,进站,全天,双休日
151018775,西红门,119,7,62,出站,全天,双休日
151018775,西红门,118,9,63,进站,高峰,工作日
151018775,西红门,145,10,75,进站,平峰,工作日
151018777,高米店北,83,34,57,出站,高峰,工作日
151018777,高米店北,75,38,56,出站,平峰,工作日
151018777,高米店北,42,22,31,进站,全天,双休日
151018777,高米店北,75,38,56,出站,全天,双休日
151018777,高米店北,47,20,33,进站,高峰,工作日
151018777,高米店北,42,22,31,进站,平峰,工作日
151018779,高米店南,83,34,57,出站,高峰,工作日
151018779,高米店南,75,38,56,出站,平峰,工作日
151018779,高米店南,42,22,31,进站,全天,双休日
151018779,高米店南,75,38,56,出站,全天,双休日
151018779,高米店南,47,20,33,进站,高峰,工作日
151018779,高米店南,42,22,31,进站,平峰,工作日
151018781,枣园,83,34,57,出站,高峰,工作日
151018781,枣园,75,38,56,出站,平峰,工作日
151018781,枣园,42,22,31,进站,全天,双休日
151018781,枣园,75,38,56,出站,全天,双休日
151018781,枣园,47,20,33,进站,高峰,工作日
151018781,枣园,42,22,31,进站,平峰,工作日
151018783,清源路,83,34,57,出站,高峰,工作日
151018783,清源路,75,38,56,出站,平峰,工作日
151018783,清源路,42,22,31,进站,全天,双休日
151018783,清源路,75,38,56,出站,全天,双休日
151018783,清源路,47,20,33,进站,高峰,工作日
151018783,清源路,42,22,31,进站,平峰,工作日
151018785,黄村西大街,83,34,57,出站,高峰,工作日
151018785,黄村西大街,75,38,56,出站,平峰,工作日
151018785,黄村西大街,42,22,31,进站,全天,双休日
151018785,黄村西大街,75,38,56,出站,全天,双休日
151018785,黄村西大街,47,20,33,进站,高峰,工作日
151018785,黄村西大街,42,22,31,进站,平峰,工作日
151018787,黄村火车站,83,34,57,出站,高峰,工作日
151018787,黄村火车站,75,38,56,出站,平峰,工作日
151018787,黄村火车站,42,22,31,进站,全天,双休日
151018787,黄村火车站,75,38,56,出站,全天,双休日
151018787,黄村火车站,47,20,33,进站,高峰,工作日
151018787,黄村火车站,42,22,31,进站,平峰,工作日
151018789,义和庄,83,34,57,出站,高峰,工作日
151018789,义和庄,75,38,56,出站,平峰,工作日
151018789,义和庄,42,22,31,进站,全天,双休日
151018789,义和庄,75,38,56,出站,全天,双休日
151018789,义和庄,47,20,33,进站,高峰,工作日
151018789,义和庄,42,22,31,进站,平峰,工作日
151018791,生物医药基地,83,34,57,出站,高峰,工作日
151018791,生物医药基地,75,38,56,出站,平峰,工作日
151018791,生物医药基地,42,22,31,进站,全天,双休日
151018791,生物医药基地,75,38,56,出站,全天,双休日
151018791,生物医药基地,47,20,33,进站,高峰,工作日
151018791,生物医药基地,42,22,31,进站,平峰,工作日
151018793,天宫院,83,34,57,出站,高峰,工作日
151018793,天宫院,75,38,56,出站,平峰,工作日
151018793,天宫院,42,22,31,进站,全天,双休日
151018793,天宫院,75,38,56,出站,全天,双休日
151018793,天宫院,47,20,33,进站,高峰,工作日
151018793,天宫院,42,22,31,进站,平峰,工作日
151019037,南邵,242,36,126,出站,高峰,工作日
150996775,广渠门内,90,90,90,出站,平峰,工作日
150996775,广渠门内,90,90,90,进站,全天,双休日
150996775,广渠门内,90,90,90,出站,全天,双休日
150996777,广渠门外,90,90,90,进站,高峰,工作日
150996777,广渠门外,90,90,90,出站,高峰,工作日
150996777,广渠门外,90,90,90,进站,平峰,工作日
150996777,广渠门外,90,90,90,出站,平峰,工作日
150996777,广渠门外,90,90,90,进站,全天,双休日
150996777,广渠门外,90,90,90,出站,全天,双休日
150996779,双井,90,90,90,进站,高峰,工作日
150996779,双井,90,90,90,出站,高峰,工作日
150996779,双井,90,90,90,进站,平峰,工作日
150996779,双井,90,90,90,出站,平峰,工作日
150996779,双井,90,90,90,进站,全天,双休日
150996779,双井,90,90,90,出站,全天,双休日
150996781,九龙山,90,90,90,进站,高峰,工作日
150996781,九龙山,90,90,90,出站,高峰,工作日
150996781,九龙山,90,90,90,进站,平峰,工作日
150996781,九龙山,90,90,90,出站,平峰,工作日
150996781,九龙山,90,90,90,进站,全天,双休日
150996781,九龙山,90,90,90,出站,全天,双休日
150996783,大郊亭,90,90,90,进站,高峰,工作日
150996783,大郊亭,90,90,90,出站,高峰,工作日
150996783,大郊亭,90,90,90,进站,平峰,工作日
150996783,大郊亭,90,90,90,出站,平峰,工作日
150996783,大郊亭,90,90,90,进站,全天,双休日
150996783,大郊亭,90,90,90,出站,全天,双休日
150996785,百子湾,90,90,90,进站,高峰,工作日
150996785,百子湾,90,90,90,出站,高峰,工作日
150996785,百子湾,90,90,90,进站,平峰,工作日
150996785,百子湾,90,90,90,出站,平峰,工作日
150996785,百子湾,90,90,90,进站,全天,双休日
150996785,百子湾,90,90,90,出站,全天,双休日
150996787,化工,90,90,90,进站,高峰,工作日
150996787,化工,90,90,90,出站,高峰,工作日
150996787,化工,90,90,90,进站,平峰,工作日
150996787,化工,90,90,90,出站,平峰,工作日
150996787,化工,90,90,90,进站,全天,双休日
150996787,化工,90,90,90,出站,全天,双休日
150996789,南楼梓庄,90,90,90,进站,高峰,工作日
150996789,南楼梓庄,90,90,90,出站,高峰,工作日
150996789,南楼梓庄,90,90,90,进站,平峰,工作日
150996789,南楼梓庄,90,90,90,出站,平峰,工作日
150996789,南楼梓庄,90,90,90,进站,全天,双休日
150996789,南楼梓庄,90,90,90,出站,全天,双休日
150996791,欢乐谷景区,90,90,90,进站,高峰,工作日
150996791,欢乐谷景区,90,90,90,出站,高峰,工作日
150996791,欢乐谷景区,90,90,90,进站,平峰,工作日
150996791,欢乐谷景区,90,90,90,出站,平峰,工作日
150996791,欢乐谷景区,90,90,90,进站,全天,双休日
150996791,欢乐谷景区,90,90,90,出站,全天,双休日
150996793,垈头,90,90,90,进站,高峰,工作日
150996793,垈头,90,90,90,出站,高峰,工作日
150996793,垈头,90,90,90,进站,平峰,工作日
150996793,垈头,90,90,90,出站,平峰,工作日
150996793,垈头,90,90,90,进站,全天,双休日
150996793,垈头,90,90,90,出站,全天,双休日
150996795,双合,90,90,90,进站,高峰,工作日
150996795,双合,90,90,90,出站,高峰,工作日
150996795,双合,90,90,90,进站,平峰,工作日
150996795,双合,90,90,90,出站,平峰,工作日
150996795,双合,90,90,90,进站,全天,双休日
150996795,双合,90,90,90,出站,全天,双休日
150996797,焦化厂,90,90,90,进站,高峰,工作日
150996797,焦化厂,90,90,90,出站,高峰,工作日
150996797,焦化厂,90,90,90,进站,平峰,工作日
150996797,焦化厂,90,90,90,出站,平峰,工作日
150996797,焦化厂,90,90,90,进站,全天,双休日
150996797,焦化厂,90,90,90,出站,全天,双休日
150998821,关庄,90,90,90,进站,高峰,工作日
150998821,关庄,90,90,90,出站,高峰,工作日
150998821,关庄,90,90,90,进站,平峰,工作日
150998821,关庄,90,90,90,出站,平峰,工作日
150998821,关庄,90,90,90,进站,全天,双休日
150998821,关庄,90,90,90,出站,全天,双休日
150998819,大屯路东,90,90,90,进站,高峰,工作日
150998819,大屯路东,90,90,90,出站,高峰,工作日
150998819,大屯路东,90,90,90,进站,平峰,工作日
150998819,大屯路东,90,90,90,出站,平峰,工作日
150998819,大屯路东,90,90,90,进站,全天,双休日
150998819,大屯路东,90,90,90,出站,全天,双休日
150998817,安立路,90,90,90,进站,高峰,工作日
150998817,安立路,90,90,90,出站,高峰,工作日
150998817,安立路,90,90,90,进站,平峰,工作日
150998817,安立路,90,90,90,出站,平峰,工作日
150998817,安立路,90,90,90,进站,全天,双休日
150998817,安立路,90,90,90,出站,全天,双休日
150998815,奥林匹克公园,90,90,90,进站,高峰,工作日
150998815,奥林匹克公园,90,90,90,出站,高峰,工作日
150998815,奥林匹克公园,90,90,90,进站,平峰,工作日
150998815,奥林匹克公园,90,90,90,出站,平峰,工作日
150998815,奥林匹克公园,90,90,90,进站,全天,双休日
150998815,奥林匹克公园,90,90,90,出站,全天,双休日
150998813,北沙滩,90,90,90,进站,高峰,工作日
150998813,北沙滩,90,90,90,出站,高峰,工作日
150998813,北沙滩,90,90,90,进站,平峰,工作日
150998813,北沙滩,90,90,90,出站,平峰,工作日
150998813,北沙滩,90,90,90,进站,全天,双休日
150998813,北沙滩,90,90,90,出站,全天,双休日
150998811,六道口,90,90,90,进站,高峰,工作日
150998811,六道口,90,90,90,出站,高峰,工作日
150998811,六道口,90,90,90,进站,平峰,工作日
150998811,六道口,90,90,90,出站,平峰,工作日
150998811,六道口,90,90,90,进站,全天,双休日
150998811,六道口,90,90,90,出站,全天,双休日
150998809,清华东路西口,90,90,90,进站,高峰,工作日
150998809,清华东路西口,90,90,90,出站,高峰,工作日
