STATIONID,STATIONNAME,WALKING_TIME_MAX,WALKING_TIME_MIN,WALKING_TIME_AVER,DIRECTOR_E,TIME_TYPE,DATE_TYPE
150996025,菜市口,136,43,85,出站,全天,双休日
150996027,陶然亭,52,10,31,进站,高峰,工作日
150996027,陶然亭,103,22,62,出站,高峰,工作日
150996027,陶然亭,107,39,70,进站,平峰,工作日
150996027,陶然亭,136,43,85,出站,平峰,工作日
150996027,陶然亭,107,39,70,进站,全天,双休日
150996027,陶然亭,136,43,85,出站,全天,双休日
150996029,北京南站,174,79,123,进站,高峰,工作日
150996029,北京南站,85,50,66,出站,高峰,工作日
150996029,北京南站,124,71,98,进站,平峰,工作日
150996029,北京南站,145,76,111,出站,平峰,工作日
150996029,北京南站,124,71,98,进站,全天,双休日
150996029,北京南站,145,76,111,出站,全天,双休日
150996031,马家堡,52,10,31,进站,高峰,工作日
150996031,马家堡,103,22,62,出站,高峰,工作日
150996031,马家堡,107,39,70,进站,平峰,工作日
150996031,马家堡,136,43,85,出站,平峰,工作日
150996031,马家堡,107,39,70,进站,全天,双休日
150996031,马家堡,136,43,85,出站,全天,双休日
150996033,角门西,52,10,31,进站,高峰,工作日
150996033,角门西,103,22,62,出站,高峰,工作日
150996033,角门西,107,39,70,进站,平峰,工作日
150996033,角门西,136,43,85,出站,平峰,工作日
150996033,角门西,107,39,70,进站,全天,双休日
150996033,角门西,136,43,85,出站,全天,双休日
150996035,公益西桥,52,10,31,进站,高峰,工作日
150996035,公益西桥,103,22,62,出站,高峰,工作日
150996035,公益西桥,107,39,70,进站,平峰,工作日
150996035,公益西桥,136,43,85,出站,平峰,工作日
150996035,公益西桥,107,39,70,进站,全天,双休日
150996035,公益西桥,136,43,85,出站,全天,双休日
150996245,天通苑北,69,16,43,进站,高峰,工作日
150996245,天通苑北,139,28,76,出站,高峰,工作日
150996245,天通苑北,73,25,47,进站,平峰,工作日
150996245,天通苑北,135,31,76,出站,平峰,工作日
150996245,天通苑北,73,25,47,进站,全天,双休日
150996245,天通苑北,135,31,76,出站,全天,双休日
150996247,天通苑,93,37,62,进站,高峰,工作日
150996247,天通苑,89,47,69,出站,高峰,工作日
150996247,天通苑,80,27,51,进站,平峰,工作日
150996247,天通苑,105,30,67,出站,平峰,工作日
150996247,天通苑,80,27,51,进站,全天,双休日
150996247,天通苑,105,30,67,出站,全天,双休日
150996249,天通苑南,93,37,62,进站,高峰,工作日
150996249,天通苑南,89,47,69,出站,高峰,工作日
150996249,天通苑南,80,27,51,进站,平峰,工作日
150996249,天通苑南,105,30,67,出站,平峰,工作日
150995203,苹果园,160,38,97,进站,高峰,工作日
150995203,苹果园,161,44,102,出站,高峰,工作日
150995203,苹果园,157,26,93,进站,平峰,工作日
150995203,苹果园,127,30,81,出站,平峰,工作日
150995203,苹果园,157,26,93,进站,全天,双休日
150995203,苹果园,127,30,81,出站,全天,双休日
150995204,古城路,180,5,80,进站,高峰,工作日
150995204,古城路,98,21,58,出站,高峰,工作日
150995204,古城路,169,20,92,进站,平峰,工作日
150995204,古城路,151,7,79,出站,平峰,工作日
150995204,古城路,169,20,92,进站,全天,双休日
150995204,古城路,151,7,79,出站,全天,双休日
150995205,八角游乐园,180,32,97,进站,高峰,工作日
150995205,八角游乐园,110,22,66,出站,高峰,工作日
150995205,八角游乐园,120,55,83,进站,平峰,工作日
150995205,八角游乐园,135,60,95,出站,平峰,工作日
150995205,八角游乐园,120,55,83,进站,全天,双休日
150995205,八角游乐园,135,60,95,出站,全天,双休日
150995206,八宝山,130,13,59,进站,高峰,工作日
150995206,八宝山,184,14,86,出站,高峰,工作日
150995206,八宝山,49,13,29,进站,平峰,工作日
150995206,八宝山,44,10,28,出站,平峰,工作日
150995206,八宝山,49,13,29,进站,全天,双休日
150995206,八宝山,44,10,28,出站,全天,双休日
150995207,玉泉路,130,13,59,进站,高峰,工作日
150995207,玉泉路,184,14,86,出站,高峰,工作日
150995207,玉泉路,49,13,29,进站,平峰,工作日
150995207,玉泉路,44,10,28,出站,平峰,工作日
150995207,玉泉路,49,13,29,进站,全天,双休日
150995207,玉泉路,44,10,28,出站,全天,双休日
150995208,五棵松,130,13,59,进站,高峰,工作日
150995208,五棵松,184,14,86,出站,高峰,工作日
150995208,五棵松,49,13,29,进站,平峰,工作日
150995208,五棵松,44,10,28,出站,平峰,工作日
150995208,五棵松,49,13,29,进站,全天,双休日
150995208,五棵松,44,10,28,出站,全天,双休日
150995209,万寿路,130,13,59,进站,高峰,工作日
150995209,万寿路,184,14,86,出站,高峰,工作日
150995209,万寿路,49,13,29,进站,平峰,工作日
150995209,万寿路,44,10,28,出站,平峰,工作日
150995209,万寿路,49,13,29,进站,全天,双休日
150995209,万寿路,44,10,28,出站,全天,双休日
150995210,公主坟,130,13,59,进站,高峰,工作日
150995210,公主坟,184,14,86,出站,高峰,工作日
150995210,公主坟,49,13,29,进站,平峰,工作日
150995210,公主坟,44,10,28,出站,平峰,工作日
150995210,公主坟,49,13,29,进站,全天,双休日
150995210,公主坟,44,10,28,出站,全天,双休日
150995211,军事博物馆,130,13,59,进站,高峰,工作日
150995211,军事博物馆,184,14,86,出站,高峰,工作日
150995211,军事博物馆,49,13,29,进站,平峰,工作日
150995211,军事博物馆,44,10,28,出站,平峰,工作日
150995211,军事博物馆,49,13,29,进站,全天,双休日
150995211,军事博物馆,44,10,28,出站,全天,双休日
150995212,木樨地,130,13,59,进站,高峰,工作日
150995212,木樨地,184,14,86,出站,高峰,工作日
150995212,木樨地,49,13,29,进站,平峰,工作日
150995212,木樨地,44,10,28,出站,平峰,工作日
150995212,木樨地,49,13,29,进站,全天,双休日
150995212,木樨地,44,10,28,出站,全天,双休日
150995213,南礼士路,130,13,59,进站,高峰,工作日
150995213,南礼士路,184,14,86,出站,高峰,工作日
150995213,南礼士路,49,13,29,进站,平峰,工作日
150995213,南礼士路,44,10,28,出站,平峰,工作日
150995213,南礼士路,49,13,29,进站,全天,双休日
150995213,南礼士路,44,10,28,出站,全天,双休日
150995214,复兴门,454,102,255,进站,高峰,工作日
150995214,复兴门,502,137,291,出站,高峰,工作日
150995214,复兴门,248,85,162,进站,平峰,工作日
150995214,复兴门,303,101,196,出站,平峰,工作日
150995214,复兴门,248,85,162,进站,全天,双休日
150995214,复兴门,303,101,196,出站,全天,双休日
150995215,西单,278,143,209,进站,高峰,工作日
150995215,西单,343,76,189,出站,高峰,工作日
150995215,西单,252,160,205,进站,平峰,工作日
150995215,西单,243,124,182,出站,平峰,工作日
150995215,西单,252,160,205,进站,全天,双休日
150995215,西单,243,124,182,出站,全天,双休日
150995216,天安门西,61,20,39,进站,高峰,工作日
150995216,天安门西,98,21,58,出站,高峰,工作日
150995216,天安门西,141,19,76,进站,平峰,工作日
150995216,天安门西,109,16,64,出站,平峰,工作日
150995216,天安门西,141,19,76,进站,全天,双休日
150995216,天安门西,109,16,64,出站,全天,双休日
150995217,天安门东,61,20,39,进站,高峰,工作日
150995217,天安门东,98,21,58,出站,高峰,工作日
150995217,天安门东,141,19,76,进站,平峰,工作日
150995217,天安门东,109,16,64,出站,平峰,工作日
150995217,天安门东,141,19,76,进站,全天,双休日
150995217,天安门东,109,16,64,出站,全天,双休日
150995218,王府井,61,20,39,进站,高峰,工作日
150995218,王府井,98,21,58,出站,高峰,工作日
150995218,王府井,141,19,76,进站,平峰,工作日
150995218,王府井,109,16,64,出站,平峰,工作日
150995218,王府井,141,19,76,进站,全天,双休日
150995218,王府井,109,16,64,出站,全天,双休日
150995219,东单,220,120,167,进站,高峰,工作日
150995219,东单,98,21,58,出站,高峰,工作日
150995219,东单,215,94,156,进站,平峰,工作日
150995219,东单,281,121,199,出站,平峰,工作日
150995219,东单,215,94,156,进站,全天,双休日
150995219,东单,281,121,199,出站,全天,双休日
150995220,建国门,211,71,139,进站,高峰,工作日
150995220,建国门,200,79,137,出站,高峰,工作日
150995220,建国门,184,44,116,进站,平峰,工作日
150995220,建国门,310,159,225,出站,平峰,工作日
150995220,建国门,184,44,116,进站,全天,双休日
150995220,建国门,310,159,225,出站,全天,双休日
150995221,永安里,61,20,39,进站,高峰,工作日
150995221,永安里,98,21,58,出站,高峰,工作日
150995221,永安里,141,19,76,进站,平峰,工作日
150995221,永安里,109,16,64,出站,平峰,工作日
150995221,永安里,141,19,76,进站,全天,双休日
150995221,永安里,109,16,64,出站,全天,双休日
150995222,国贸,198,81,140,进站,高峰,工作日
150995222,国贸,149,50,97,出站,高峰,工作日
150995222,国贸,210,98,151,进站,平峰,工作日
150995222,国贸,245,77,165,出站,平峰,工作日
150995222,国贸,210,98,151,进站,全天,双休日
150995222,国贸,245,77,165,出站,全天,双休日
150995223,大望路,61,20,39,进站,高峰,工作日
150995223,大望路,98,21,58,出站,高峰,工作日
150995223,大望路,141,19,76,进站,平峰,工作日
150995223,大望路,109,16,64,出站,平峰,工作日
150995223,大望路,141,19,76,进站,全天,双休日
150995223,大望路,109,16,64,出站,全天,双休日
151019037,南邵,157,37,93,出站,平峰,工作日
151019037,南邵,98,25,60,进站,全天,双休日
151019037,南邵,157,37,93,出站,全天,双休日
151019037,南邵,76,40,56,进站,高峰,工作日
151019037,南邵,98,25,60,进站,平峰,工作日
151019039,沙河高教园,242,36,126,出站,高峰,工作日
151019039,沙河高教园,122,35,77,出站,平峰,工作日
151019039,沙河高教园,98,25,60,进站,全天,双休日
151019039,沙河高教园,122,35,77,出站,全天,双休日
151019039,沙河高教园,76,40,56,进站,高峰,工作日
151019039,沙河高教园,98,25,60,进站,平峰,工作日
151019041,沙河,242,36,126,出站,高峰,工作日
151019041,沙河,122,35,77,出站,平峰,工作日
151019041,沙河,98,25,60,进站,全天,双休日
151019041,沙河,122,35,77,出站,全天,双休日
151019041,沙河,76,40,56,进站,高峰,工作日
151019041,沙河,98,25,60,进站,平峰,工作日
151019043,巩华城,242,36,126,出站,高峰,工作日
151019043,巩华城,122,35,77,出站,平峰,工作日
151019043,巩华城,98,25,60,进站,全天,双休日
151019043,巩华城,122,35,77,出站,全天,双休日
151019043,巩华城,76,40,56,进站,高峰,工作日
151019043,巩华城,98,25,60,进站,平峰,工作日
151019045,朱辛庄,135,32,82,出站,高峰,工作日
151019045,朱辛庄,122,35,77,出站,平峰,工作日
151019045,朱辛庄,114,20,67,进站,全天,双休日
151019045,朱辛庄,122,35,77,出站,全天,双休日
151019045,朱辛庄,88,32,59,进站,高峰,工作日
151019045,朱辛庄,114,20,67,进站,平峰,工作日
151019047,生命科学园,242,36,126,出站,高峰,工作日
151019047,生命科学园,106,41,72,出站,平峰,工作日
151019047,生命科学园,98,25,60,进站,全天,双休日
151019047,生命科学园,106,41,72,出站,全天,双休日
151019047,生命科学园,76,40,56,进站,高峰,工作日
151019047,生命科学园,98,25,60,进站,平峰,工作日
151019049,西二旗,222,26,121,出站,高峰,工作日
151019049,西二旗,122,35,77,出站,平峰,工作日
151019049,西二旗,87,44,64,进站,全天,双休日
151019049,西二旗,122,35,77,出站,全天,双休日
151019049,西二旗,85,37,61,进站,高峰,工作日
151019049,西二旗,87,44,64,进站,平峰,工作日
151019285,郭公庄,90,90,90,出站,高峰,工作日
151019285,郭公庄,90,90,90,出站,平峰,工作日
151019285,郭公庄,90,90,90,进站,全天,双休日
151019285,郭公庄,90,90,90,出站,全天,双休日
151019285,郭公庄,90,90,90,进站,高峰,工作日
151019285,郭公庄,90,90,90,进站,平峰,工作日
151019287,大葆台,88,25,56,出站,高峰,工作日
151019287,大葆台,88,25,56,出站,平峰,工作日
151019287,大葆台,120,22,68,进站,全天,双休日
151019287,大葆台,88,25,56,出站,全天,双休日
151019287,大葆台,120,22,68,进站,高峰,工作日
151019287,大葆台,120,22,68,进站,平峰,工作日
151019289,稻田,66,32,49,出站,高峰,工作日
151019289,稻田,66,32,49,出站,平峰,工作日
151019289,稻田,78,23,48,进站,全天,双休日
151019289,稻田,66,32,49,出站,全天,双休日
151019289,稻田,78,23,48,进站,高峰,工作日
151019289,稻田,78,23,48,进站,平峰,工作日
151019291,长阳,66,32,49,出站,高峰,工作日
151019291,长阳,66,32,49,出站,平峰,工作日
151019291,长阳,78,23,48,进站,全天,双休日
151019291,长阳,66,32,49,出站,全天,双休日
151019291,长阳,78,23,48,进站,高峰,工作日
151019291,长阳,78,23,48,进站,平峰,工作日
151019293,篱笆房,66,32,49,出站,高峰,工作日
151019293,篱笆房,66,32,49,出站,平峰,工作日
151019293,篱笆房,78,23,48,进站,全天,双休日
151019293,篱笆房,66,32,49,出站,全天,双休日
151019293,篱笆房,78,23,48,进站,高峰,工作日
151019293,篱笆房,78,23,48,进站,平峰,工作日
151019295,广阳城,66,32,49,出站,高峰,工作日
151019295,广阳城,66,32,49,出站,平峰,工作日
151019295,广阳城,78,23,48,进站,全天,双休日
151019295,广阳城,66,32,49,出站,全天,双休日
151019295,广阳城,78,23,48,进站,高峰,工作日
151019295,广阳城,78,23,48,进站,平峰,工作日
151019297,良乡大学城北,66,32,49,出站,高峰,工作日
151019297,良乡大学城北,66,32,49,出站,平峰,工作日
151019297,良乡大学城北,78,23,48,进站,全天,双休日
151019297,良乡大学城北,66,32,49,出站,全天,双休日
151019297,良乡大学城北,78,23,48,进站,高峰,工作日
151019297,良乡大学城北,78,23,48,进站,平峰,工作日
151019299,良乡大学城,66,32,49,出站,高峰,工作日
151019299,良乡大学城,66,32,49,出站,平峰,工作日
151019299,良乡大学城,78,23,48,进站,全天,双休日
151019299,良乡大学城,66,32,49,出站,全天,双休日
151019299,良乡大学城,78,23,48,进站,高峰,工作日
151019299,良乡大学城,78,23,48,进站,平峰,工作日
151019301,良乡大学城西,66,32,49,出站,高峰,工作日
151019301,良乡大学城西,66,32,49,出站,平峰,工作日
151019301,良乡大学城西,78,23,48,进站,全天,双休日
151019301,良乡大学城西,66,32,49,出站,全天,双休日
151019301,良乡大学城西,78,23,48,进站,高峰,工作日
151019301,良乡大学城西,78,23,48,进站,平峰,工作日
151019303,良乡南关,88,25,56,出站,高峰,工作日
151019303,良乡南关,88,25,56,出站,平峰,工作日
151019303,良乡南关,120,22,68,进站,全天,双休日
151019303,良乡南关,88,25,56,出站,全天,双休日
151019303,良乡南关,120,22,68,进站,高峰,工作日
151019303,良乡南关,120,22,68,进站,平峰,工作日
151019305,苏庄,88,25,56,出站,高峰,工作日
151019305,苏庄,88,25,56,出站,平峰,工作日
151019305,苏庄,120,22,68,进站,全天,双休日
151019305,苏庄,88,25,56,出站,全天,双休日
151019305,苏庄,120,22,68,进站,高峰,工作日
151019305,苏庄,120,22,68,进站,平峰,工作日
151019541,宋家庄,338,73,203,出站,高峰,工作日
151019541,宋家庄,194,74,131,出站,平峰,工作日
151019541,宋家庄,135,74,104,进站,全天,双休日
151019541,宋家庄,194,74,131,出站,全天,双休日
151019541,宋家庄,92,42,68,进站,高峰,工作日
151019541,宋家庄,135,74,104,进站,平峰,工作日
151019543,肖村,69,40,54,出站,高峰,工作日
151019543,肖村,78,50,62,出站,平峰,工作日
151019543,肖村,75,29,49,进站,全天,双休日
151019543,肖村,78,50,62,出站,全天,双休日
151019543,肖村,43,25,36,进站,高峰,工作日
151019543,肖村,75,29,49,进站,平峰,工作日
151019545,小红门,69,40,54,出站,高峰,工作日
151019545,小红门,78,50,62,出站,平峰,工作日
151019545,小红门,75,29,49,进站,全天,双休日
151019545,小红门,78,50,62,出站,全天,双休日
151019545,小红门,43,25,36,进站,高峰,工作日
151019545,小红门,75,29,49,进站,平峰,工作日
151019547,旧宫,112,53,84,出站,高峰,工作日
151019547,旧宫,118,49,78,出站,平峰,工作日
151019547,旧宫,156,40,91,进站,全天,双休日
151019547,旧宫,118,49,78,出站,全天,双休日
151019547,旧宫,75,23,50,进站,高峰,工作日
151019547,旧宫,156,40,91,进站,平峰,工作日
151019549,亦庄桥,112,53,84,出站,高峰,工作日
151019549,亦庄桥,118,49,78,出站,平峰,工作日
151019549,亦庄桥,156,40,91,进站,全天,双休日
151019549,亦庄桥,118,49,78,出站,全天,双休日
151019549,亦庄桥,75,23,50,进站,高峰,工作日
151019549,亦庄桥,156,40,91,进站,平峰,工作日
151019551,亦庄文化园,112,53,84,出站,高峰,工作日
151019551,亦庄文化园,118,49,78,出站,平峰,工作日
151019551,亦庄文化园,156,40,91,进站,全天,双休日
151019551,亦庄文化园,118,49,78,出站,全天,双休日
151019551,亦庄文化园,75,23,50,进站,高峰,工作日
151019551,亦庄文化园,156,40,91,进站,平峰,工作日
151019553,万源街,112,53,84,出站,高峰,工作日
151019553,万源街,118,49,78,出站,平峰,工作日
151019553,万源街,156,40,91,进站,全天,双休日
151019553,万源街,118,49,78,出站,全天,双休日
150995473,鼓楼大街,72,20,46,出站,全天,双休日
150995474,积水潭,46,21,32,进站,高峰,工作日
150995474,积水潭,56,20,39,出站,高峰,工作日
150995474,积水潭,56,20,39,进站,平峰,工作日
150995474,积水潭,72,20,46,出站,平峰,工作日
150995474,积水潭,56,20,39,进站,全天,双休日
150995474,积水潭,72,20,46,出站,全天,双休日
150995989,安河桥北,116,23,64,进站,高峰,工作日
150995989,安河桥北,97,16,54,出站,高峰,工作日
150995989,安河桥北,190,11,102,进站,平峰,工作日
150995989,安河桥北,122,7,63,出站,平峰,工作日
150995989,安河桥北,190,11,102,进站,全天,双休日
150995989,安河桥北,122,7,63,出站,全天,双休日
150995991,北宫门,52,10,31,进站,高峰,工作日
150995991,北宫门,103,22,63,出站,高峰,工作日
150995991,北宫门,54,17,34,进站,平峰,工作日
150995991,北宫门,68,25,45,出站,平峰,工作日
150995991,北宫门,54,17,34,进站,全天,双休日
150995991,北宫门,68,25,45,出站,全天,双休日
150995993,西苑,52,10,31,进站,高峰,工作日
150997505,巴沟,128,34,79,进站,全天,双休日
150997505,巴沟,89,35,61,出站,全天,双休日
150997505,巴沟,107,54,79,出站,高峰,工作日
150997505,巴沟,89,35,61,出站,平峰,工作日
150997507,苏州街,69,20,42,进站,高峰,工作日
150997507,苏州街,72,22,45,进站,平峰,工作日
150997507,苏州街,72,22,45,进站,全天,双休日
150997507,苏州街,84,22,51,出站,全天,双休日
150997507,苏州街,125,16,69,出站,高峰,工作日
150997507,苏州街,84,22,51,出站,平峰,工作日
150997509,海淀黄庄,158,52,106,进站,高峰,工作日
150997509,海淀黄庄,163,42,103,进站,平峰,工作日
150997509,海淀黄庄,163,42,103,进站,全天,双休日
150997509,海淀黄庄,176,49,110,出站,全天,双休日
150997509,海淀黄庄,206,43,120,出站,高峰,工作日
150997509,海淀黄庄,176,49,110,出站,平峰,工作日
150997511,知春里,70,56,62,进站,高峰,工作日
150997511,知春里,53,25,39,进站,平峰,工作日
150997511,知春里,53,25,39,进站,全天,双休日
150997511,知春里,77,37,57,出站,全天,双休日
150997511,知春里,42,10,25,出站,高峰,工作日
150997511,知春里,77,37,57,出站,平峰,工作日
150997513,知春路,255,88,164,进站,高峰,工作日
150997513,知春路,248,96,167,进站,平峰,工作日
150997513,知春路,248,96,167,进站,全天,双休日
150997513,知春路,189,105,147,出站,全天,双休日
150997513,知春路,185,73,124,出站,高峰,工作日
150997513,知春路,262,122,187,出站,平峰,工作日
150997515,西土城,59,22,40,进站,高峰,工作日
150997515,西土城,51,23,37,进站,平峰,工作日
150997515,西土城,74,29,52,出站,平峰,工作日
150997515,西土城,51,23,37,进站,全天,双休日
150997515,西土城,74,29,52,出站,全天,双休日
150997515,西土城,110,33,70,出站,高峰,工作日
150997517,牡丹园,59,22,40,进站,高峰,工作日
150997517,牡丹园,51,23,37,进站,平峰,工作日
150997517,牡丹园,74,29,52,出站,平峰,工作日
150997517,牡丹园,51,23,37,进站,全天,双休日
150997517,牡丹园,74,29,52,出站,全天,双休日
150997517,牡丹园,110,33,70,出站,高峰,工作日
150997519,健德门,59,22,40,进站,高峰,工作日
150997519,健德门,51,23,37,进站,平峰,工作日
150997519,健德门,74,29,52,出站,平峰,工作日
150997519,健德门,51,23,37,进站,全天,双休日
150997519,健德门,74,29,52,出站,全天,双休日
150997519,健德门,110,33,70,出站,高峰,工作日
150997521,北土城,90,24,56,进站,高峰,工作日
150997521,北土城,130,25,70,进站,平峰,工作日
150997521,北土城,120,43,78,出站,平峰,工作日
150997521,北土城,130,25,70,进站,全天,双休日
150997521,北土城,120,43,78,出站,全天,双休日
150997521,北土城,109,31,71,出站,高峰,工作日
150997523,安贞门,83,21,53,进站,高峰,工作日
150997523,安贞门,77,21,50,进站,平峰,工作日
150997523,安贞门,82,22,54,出站,平峰,工作日
150997523,安贞门,77,21,50,进站,全天,双休日
150997523,安贞门,82,22,54,出站,全天,双休日
150997523,安贞门,77,14,47,出站,高峰,工作日
150997525,惠新西街南口,181,17,96,进站,高峰,工作日
150997525,惠新西街南口,137,17,79,进站,平峰,工作日
150997525,惠新西街南口,175,20,92,出站,平峰,工作日
150997525,惠新西街南口,137,17,79,进站,全天,双休日
150997525,惠新西街南口,175,20,92,出站,全天,双休日
150997525,惠新西街南口,208,19,107,出站,高峰,工作日
150997527,芍药居,232,111,171,进站,高峰,工作日
150997527,芍药居,160,90,127,进站,平峰,工作日
150997527,芍药居,191,99,146,出站,平峰,工作日
150997527,芍药居,160,90,127,进站,全天,双休日
150997527,芍药居,191,99,146,出站,全天,双休日
150997527,芍药居,185,104,144,出站,高峰,工作日
150997529,太阳宫,59,22,40,进站,高峰,工作日
150997529,太阳宫,51,23,37,进站,平峰,工作日
150997529,太阳宫,74,29,52,出站,平峰,工作日
150997529,太阳宫,51,23,37,进站,全天,双休日
150997529,太阳宫,74,29,52,出站,全天,双休日
150997529,太阳宫,110,33,70,出站,高峰,工作日
150997531,三元桥,50,28,39,进站,高峰,工作日
150997531,三元桥,50,32,40,进站,平峰,工作日
150997531,三元桥,57,35,46,出站,平峰,工作日
150997531,三元桥,50,32,40,进站,全天,双休日
150997531,三元桥,57,35,46,出站,全天,双休日
150997531,三元桥,65,27,44,出站,高峰,工作日
150997533,亮马桥,59,22,40,进站,高峰,工作日
150997533,亮马桥,51,23,37,进站,平峰,工作日
150997533,亮马桥,74,29,52,出站,平峰,工作日
150997533,亮马桥,51,23,37,进站,全天,双休日
150997533,亮马桥,74,29,52,出站,全天,双休日
150997533,亮马桥,110,33,70,出站,高峰,工作日
150997535,农业展览馆,70,56,62,进站,高峰,工作日
150997535,农业展览馆,53,25,39,进站,平峰,工作日
150997535,农业展览馆,77,37,57,出站,平峰,工作日
150997535,农业展览馆,53,25,39,进站,全天,双休日
150997535,农业展览馆,77,37,57,出站,全天,双休日
150997535,农业展览馆,42,10,25,出站,高峰,工作日
150997537,团结湖,50,30,40,进站,高峰,工作日
150997537,团结湖,57,21,38,进站,平峰,工作日
150997537,团结湖,54,30,42,出站,平峰,工作日
150997537,团结湖,57,21,38,进站,全天,双休日
150997537,团结湖,54,30,42,出站,全天,双休日
150997537,团结湖,40,25,33,出站,高峰,工作日
150997539,呼家楼,50,30,40,进站,高峰,工作日
150997539,呼家楼,57,21,38,进站,平峰,工作日
150997539,呼家楼,54,30,42,出站,平峰,工作日
150997539,呼家楼,57,21,38,进站,全天,双休日
150997539,呼家楼,54,30,42,出站,全天,双休日
150997539,呼家楼,40,25,33,出站,高峰,工作日
150997541,金台夕照,70,56,62,进站,高峰,工作日
150997541,金台夕照,53,25,39,进站,平峰,工作日
150997541,金台夕照,77,37,57,出站,平峰,工作日
150997541,金台夕照,53,25,39,进站,全天,双休日
150997541,金台夕照,77,37,57,出站,全天,双休日
150997541,金台夕照,42,10,25,出站,高峰,工作日
150997543,国贸,244,143,194,进站,高峰,工作日
150997543,国贸,238,117,176,进站,平峰,工作日
150997543,国贸,260,114,187,出站,平峰,工作日
150997543,国贸,238,117,176,进站,全天,双休日
150997543,国贸,260,114,187,出站,全天,双休日
150997543,国贸,277,123,200,出站,高峰,工作日
150997545,双井,59,22,40,进站,高峰,工作日
150997545,双井,51,23,37,进站,平峰,工作日
150997545,双井,74,29,52,出站,平峰,工作日
150997545,双井,51,23,37,进站,全天,双休日
150997545,双井,74,29,52,出站,全天,双休日
150997545,双井,110,33,70,出站,高峰,工作日
150997547,劲松,36,22,29,进站,高峰,工作日
150997547,劲松,50,23,35,进站,平峰,工作日
150997547,劲松,87,32,58,出站,平峰,工作日
150997547,劲松,50,23,35,进站,全天,双休日
150997547,劲松,87,32,58,出站,全天,双休日
150997547,劲松,69,30,49,出站,高峰,工作日
150998293,西直门,319,109,214,进站,高峰,工作日
150998293,西直门,428,156,283,进站,平峰,工作日
150998293,西直门,568,194,381,出站,高峰,工作日
150998293,西直门,593,230,404,出站,平峰,工作日
150998293,西直门,428,156,283,进站,全天,双休日
150998293,西直门,593,230,404,出站,全天,双休日
150998295,大钟寺,151,22,75,进站,高峰,工作日
150998295,大钟寺,74,25,48,进站,平峰,工作日
150998295,大钟寺,80,20,52,出站,高峰,工作日
150998295,大钟寺,78,24,51,出站,平峰,工作日
150998295,大钟寺,74,25,48,进站,全天,双休日
150998295,大钟寺,78,24,51,出站,全天,双休日
150998297,知春路,184,126,153,进站,高峰,工作日
150998297,知春路,189,105,147,进站,平峰,工作日
150998297,知春路,178,65,119,出站,高峰,工作日
150998297,知春路,213,111,158,出站,平峰,工作日
150998297,知春路,262,122,187,进站,全天,双休日
150998297,知春路,213,111,158,出站,全天,双休日
150998299,五道口,130,39,77,进站,高峰,工作日
151019780,传媒大学,94,10,47,进站,全天,双休日
151019780,传媒大学,95,24,57,出站,全天,双休日
151019780,传媒大学,88,9,41,进站,高峰,工作日
151019780,传媒大学,94,10,47,进站,平峰,工作日
151019781,双桥,97,25,62,出站,高峰,工作日
151019781,双桥,95,24,57,出站,平峰,工作日
151019781,双桥,94,10,47,进站,全天,双休日
151019781,双桥,95,24,57,出站,全天,双休日
151019781,双桥,88,9,41,进站,高峰,工作日
151019781,双桥,94,10,47,进站,平峰,工作日
151019782,管庄,97,25,62,出站,高峰,工作日
151019782,管庄,95,24,57,出站,平峰,工作日
151019782,管庄,94,10,47,进站,全天,双休日
151019782,管庄,95,24,57,出站,全天,双休日
151019782,管庄,88,9,41,进站,高峰,工作日
151019782,管庄,94,10,47,进站,平峰,工作日
151019783,八里桥,97,25,62,出站,高峰,工作日
151019783,八里桥,95,24,57,出站,平峰,工作日
151019783,八里桥,94,10,47,进站,全天,双休日
151019783,八里桥,95,24,57,出站,全天,双休日
151019783,八里桥,88,9,41,进站,高峰,工作日
151019783,八里桥,94,10,47,进站,平峰,工作日
151019784,通州北苑,97,25,62,出站,高峰,工作日
151019784,通州北苑,95,24,57,出站,平峰,工作日
151019784,通州北苑,94,10,47,进站,全天,双休日
151019784,通州北苑,95,24,57,出站,全天,双休日
151019784,通州北苑,88,9,41,进站,高峰,工作日
151019784,通州北苑,94,10,47,进站,平峰,工作日
151019785,果园,97,25,62,出站,高峰,工作日
151019785,果园,95,24,57,出站,平峰,工作日
151019785,果园,94,10,47,进站,全天,双休日
151019785,果园,95,24,57,出站,全天,双休日
151019785,果园,88,9,41,进站,高峰,工作日
151019785,果园,94,10,47,进站,平峰,工作日
151019786,九棵树,97,25,62,出站,高峰,工作日
151019786,九棵树,95,24,57,出站,平峰,工作日
151019786,九棵树,94,10,47,进站,全天,双休日
151019786,九棵树,95,24,57,出站,全天,双休日
151019786,九棵树,88,9,41,进站,高峰,工作日
151019786,九棵树,94,10,47,进站,平峰,工作日
151019787,梨园,97,25,62,出站,高峰,工作日
151019787,梨园,95,24,57,出站,平峰,工作日
151019787,梨园,94,10,47,进站,全天,双休日
151019787,梨园,95,24,57,出站,全天,双休日
151019787,梨园,88,9,41,进站,高峰,工作日
151019787,梨园,94,10,47,进站,平峰,工作日
151019788,临河里,97,25,62,出站,高峰,工作日
151019788,临河里,95,24,57,出站,平峰,工作日
151019788,临河里,94,10,47,进站,全天,双休日
151019788,临河里,95,24,57,出站,全天,双休日
