S09109,良乡大学城西,151019301,116.156282,39.723157
S09110,良乡南关,151019303,116.140804,39.723202
S09111,苏庄,151019305,116.125306,39.723188
S09112,阎村东,151019307,116.100817,39.729028
S05101,宋家庄,151019541,116.428368,39.845849
S05102,肖村,151019543,116.448364,39.834217
S05103,小红门,151019545,116.459226,39.827951
S05104,旧宫,151019547,116.460789,39.80691
S05105,亦庄桥,151019549,116.480249,39.802997
S05106,亦庄文化园,151019551,116.490572,39.806862
S05107,万源街,151019553,116.505403,39.802971
S05108,荣京东街,151019555,116.513321,39.793189
S05109,荣昌东街,151019557,116.521688,39.782832
S05110,同济南路,151019559,116.539805,39.772915
S05111,经海路,151019561,116.562207,39.78362
S05112,次渠南,151019563,116.581357,39.795118
S05113,次渠,151019565,116.591502,39.8035
S05114,亦庄火车站,151019567,116.602475,39.813215
S01101,四惠,151019777,116.495456,39.908749
S01102,四惠东,151019778,116.515664,39.908495
S01103,高碑店,151019779,116.531421,39.909448
S01104,传媒大学,151019780,116.554634,39.909145
S01105,双桥,151019781,116.576709,39.910139
S01106,管庄,151019782,116.599002,39.90909
S01107,八里桥,151019783,116.618658,39.906121
S01108,通州北苑,151019784,116.637252,39.903864
S01109,果园,151019785,116.646606,39.893393
S01110,九棵树,151019786,116.657533,39.890278
S01111,梨园,151019787,116.66872,39.883677
S01112,临河里,151019788,116.678811,39.875496
S01113,土桥,151019789,116.686349,39.871926
S02101,东直门,151020053,116.435842,39.941626
S02102,三元桥,151020055,116.456997,39.961508
S02104,T2航站楼,151020057,116.592808,40.079311
S02103,T3航站楼,151020059,116.615579,40.052544
