150995210,151018041,240
150995211,150997275,268
150995214,150995460,350
150995215,150996021,239
150995219,150996277,291
150995220,150995467,167
150995222,150997543,296
150995223,150998595,120
150995224,151019777,140
150995225,151019778,69
150995457,150996011,100
150995457,150998293,398
150995458,150996513,102
150995460,150995214,108
150995462,150996023,159
150995465,150996279,223
150995467,150995220,72
150995468,150996523,193
150995470,151020053,190
150995470,150998323,372
150995471,150996267,118
150995473,150997027,254
150995993,150999079,180
150996001,150997509,137
150996007,150997269,45
150996011,150995457,219
150996011,150998293,458
150996015,150996515,270
150996021,150995215,345
150996023,150995462,611
150996025,150996765,90
150996029,150998573,120
150996033,151018023,194
150996251,150998311,221
150996257,150998819,90
150996261,150997525,228
150996267,150995471,206
150996273,150996521,257
150996277,150995219,335
150996279,150995465,420
150996281,150996773,90
150996285,150998581,120
150996289,151019541,87
150996289,151018015,90
150996503,151018045,167
150996507,150997271,204
150996513,150995458,190
150996515,150996015,296
150996519,150997031,300
150996521,150996273,339
150996523,150995468,285
150996527,150997539,142
150996529,150998599,300
150996757,150997277,90
150996765,150996025,90
150996773,150996281,90
150996781,150998593,120
150996997,151019045,53
150997005,150998309,315
150997017,150998815,90
150997021,150997521,89
150997027,150995473,238
150997031,150996519,320
150997269,150996007,45
150997271,150996507,97
150997275,150995211,351
150997277,150996757,90
150997281,151018037,80
150997283,150998559,90
150997293,151019285,10
150997505,151017759,175
150997509,150996001,140
150997513,150998297,240
150997521,150997021,89
150997525,150996261,151
150997527,150998317,209
150997531,151020055,120
150997539,150996527,127
150997543,150995222,275
150998293,150995457,544
150998293,150996011,520
150998297,150997513,230
150998303,151019049,86
150998309,150997005,215
150998311,150996251,228
150998315,150998823,296
150998317,150997527,205
150998323,150995470,242
150998323,151020053,128
150998559,150997283,90
150998561,151018035,120
150998573,150996029,120
150998581,150996285,120
150998585,151018009,120
150998593,150996781,120
150998595,150995223,120
150998599,150996529,320
150998615,150998825,90
150998815,150997017,90
150998819,150996257,90
150998823,150998315,387
150998825,150998615,90
150999079,150995993,180
151017759,150997505,200
151018009,150998585,120
151018015,150996289,90
151018015,151019541,90
151018023,150996033,214
151018035,150998561,120
151018037,150997281,103
151018041,150995210,120
151018045,150996503,157
151018533,151019307,10
151019045,150996997,53
151019049,150998303,900
151019285,150997293,10
151019307,151018533,20
151019541,150996289,202
151019541,151018015,90
151019777,150995224,159
151019778,150995225,244
151020053,150995470,263
151020053,150998323,309
151020055,150997531,120
